SAMPLE_ID,PROTOCOL_NAME,SAMPLE_DATA_TYPE,TOX21_ID_x,SAMPLE_NAME_x,CAS_x,ASSAY_OUTCOME,CHANNEL_OUTCOME,AC50,EFFICACY,PUBCHEM_SID_x,PURITY,PURITY_RATING_x,REPRODUCIBILITY,CURVE_RANK,FLAG,FLAG    ,TOX21_ID_y,CAS_y,PUBCHEM_SID_y,SAMPLE_NAME_y,PURITY_RATING_y,PURITY_RATING_4M,PUBCHEM_CID,LAST_MODIFIED,SMILES
NCGC00255047-01,tox21-ar-bla-agonist-p1,activity,Tox21_301149,Benzocaine,94-09-7,inactive,inactive,0.0,144211466.0,A,inactive_match,0,,,,,Tox21_301149,94-09-7,144211466,Benzocaine,A,A,2337,16-JAN-19 01.02.54.000000000 PM,Nc1ccc(cc1)C(=O)OCC
NCGC00255047-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_301149,Benzocaine,94-09-7,inactive,inactive,0.0,144211466.0,A,inactive_match,0,,,,,Tox21_301149,94-09-7,144211466,Benzocaine,A,A,2337,16-JAN-19 01.02.54.000000000 PM,Nc1ccc(cc1)C(=O)OCC
NCGC00255047-01,tox21-vdr-bla-agonist-p1,activity,Tox21_301149,Benzocaine,94-09-7,inactive,inactive,0.0,144211466.0,A,inactive_match,0,,,,,Tox21_301149,94-09-7,144211466,Benzocaine,A,A,2337,16-JAN-19 01.02.54.000000000 PM,Nc1ccc(cc1)C(=O)OCC
NCGC00255047-01,tox21-ppard-bla-agonist-p1,activity,Tox21_301149,Benzocaine,94-09-7,inactive,inactive,0.0,144211466.0,A,inactive_match,0.66667,,,,,Tox21_301149,94-09-7,144211466,Benzocaine,A,A,2337,16-JAN-19 01.02.54.000000000 PM,Nc1ccc(cc1)C(=O)OCC
NCGC00255047-01,tox21-ar-bla-antagonist-p1,activity,Tox21_301149,Benzocaine,94-09-7,inactive,inactive,0.0,144211466.0,A,inactive_match,0,,,,,Tox21_301149,94-09-7,144211466,Benzocaine,A,A,2337,16-JAN-19 01.02.54.000000000 PM,Nc1ccc(cc1)C(=O)OCC
NCGC00017401-02,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inconclusive antagonist,inconclusive antagonist,13.4480883584,-51.167155915,144206666,A,inconclusive,-2.33333,possible blue (460 nm) auto fluorescent;,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-pparg-bla-agonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inconclusive,active antagonist,26.8324639099,-25.3456030973,144206666,A,active_match,-3.33333,possible blue (460 nm) auto fluorescent;,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-er-bla-antagonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inconclusive,inconclusive antagonist,26.8324639161,-36.07284157,144206666,A,inconclusive,-1.33333,possible blue (460 nm) auto fluorescent;,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-er-bla-agonist-p2,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inactive,inactive,0.0,144206666.0,A,inactive_match,0,possible blue (460 nm) auto fluorescent;,,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-ar-bla-agonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inactive,inactive,0.0,144206666.0,A,inactive_match,0,possible blue (460 nm) auto fluorescent;,,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-gr-hela-bla-agonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,inconclusive,inconclusive antagonist,14.2449376902,-14.81981579395,144206666,A,inconclusive,-1.33333,possible blue (460 nm) auto fluorescent;,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00017401-02,tox21-ar-bla-antagonist-p1,activity,Tox21_113115,Dihydroergocristine,17479-19-5,active antagonist,active antagonist,16.9301401745,-55.6812141129,144206666,A,active_match,-3.66667,possible blue (460 nm) auto fluorescent;,,,Tox21_113115,17479-19-5,144206666,Dihydroergocristine,A,A,107715,16-JAN-19 01.02.54.000000000 PM,CN1C[C@@H](C[C@@H]2c3cccc4ncc(C[C@@H]12)c34)C(=O)N[C@@]8(O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O)C(C)C
NCGC00091071-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inconclusive antagonist,inconclusive antagonist,16.9301401745,-61.4709335899,144204627,ND,inconclusive,-2.33333,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-pparg-bla-agonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inactive,inactive,0.0,144204627.0,ND,inactive_match,0,,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-er-bla-antagonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inconclusive,inconclusive antagonist,25.3314793975,-39.43276378,144204627,ND,inconclusive,-1.33333,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-er-bla-agonist-p2,activity,Tox21_111076,"p,p'-DDT",50-29-3,active agonist,active agonist,9.1531088904,13.64024744,144204627,ND,active_match,2.66667,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-ar-bla-agonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inactive,inactive,0.0,144204627.0,ND,inactive_match,0,,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inconclusive,active agonist,30.1065196813,28.433042439266668,144204627,ND,active_match,2,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00091071-01,tox21-ar-bla-antagonist-p1,activity,Tox21_111076,"p,p'-DDT",50-29-3,inactive,inactive,0.0,144204627.0,ND,inactive_match,0,,,,,Tox21_111076,50-29-3,144204627,"p,p'-DDT",A,,3036,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
NCGC00095003-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,active agonist,active agonist,18.9959297097,65.7043595876,144204937,A,active_match,4.66667,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-pparg-bla-agonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,inactive,inactive,0.0,144204937.0,A,inactive_match,0,,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-er-bla-antagonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,inconclusive,inconclusive agonist,18.995929714,27.50252873,144204937,A,inconclusive,1.33333,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-er-bla-agonist-p2,activity,Tox21_111384,Thioxolone,4991-65-5,inactive,inactive,0.0,144204937.0,A,inactive_match,0,,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-ar-bla-agonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,inactive,inactive,0.0,144204937.0,A,inactive_match,0,,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,inactive,inactive,0.0,144204937.0,A,inactive_match,0,,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00095003-01,tox21-ar-bla-antagonist-p1,activity,Tox21_111384,Thioxolone,4991-65-5,inactive,inactive,0.0,144204937.0,A,inactive_match,0,,,,,Tox21_111384,4991-65-5,144204937,Tioxolone,A,A,72139,16-JAN-19 01.02.54.000000000 PM,Oc1cc2OC(=O)Sc2cc1
NCGC00259658-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inconclusive,inconclusive antagonist,0.0,144209307.0,A,inconclusive,-2,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-pparg-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-ppard-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inconclusive,inconclusive,0.0,144209307.0,A,inconclusive,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-er-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-rxr-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inconclusive antagonist,inconclusive antagonist,43.2250404143,-80.04496514,144209307,A,inconclusive,-3.66667,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-pparg-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0.66667,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-fxr-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,-0.66667,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-fxr-bla-agonist-p2,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-vdr-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-er-bla-agonist-p2,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-ar-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,0,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-vdr-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,-0.66667,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-ppard-bla-agonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inactive,inactive,0.0,144209307.0,A,inactive_match,-0.66667,,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00259658-01,tox21-ar-bla-antagonist-p1,activity,Tox21_202109,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9,inconclusive antagonist (cytotoxic),active antagonist,61.0569925092,-81.94396679976667,144209307,A,active_match,-2,,,,Tox21_202109,118-56-9,144209307,"3,3,5-Trimethylcyclohexyl salicylate",A,F,8362,16-JAN-19 01.02.54.000000000 PM,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
NCGC00016350-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-pparg-bla-agonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-er-bla-antagonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-er-bla-agonist-p2,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-ar-bla-agonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00016350-01,tox21-ar-bla-antagonist-p1,activity,Tox21_110389,Guaifenesin,93-14-1,inactive,inactive,0.0,144203940.0,A,inactive_match,0,,,,,Tox21_110389,93-14-1,144203940,Guaifenesin,A,A,3516,16-JAN-19 01.02.54.000000000 PM,OCC(O)COc1ccccc1OC
NCGC00255701-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0.66667,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-pparg-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,active agonist,active agonist,36.02161792,16.420524383933333,144211997,A,active_match,2.66667,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-ppard-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-er-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-rxr-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-pparg-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-fxr-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-fxr-bla-agonist-p2,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-vdr-bla-antagonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inconclusive,inconclusive antagonist,0.0,144211997.0,A,inactive_match,-1,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-er-bla-agonist-p2,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-ar-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-vdr-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
NCGC00255701-01,tox21-ppard-bla-agonist-p1,activity,Tox21_301680,Clofibric acid,882-09-7,inactive,inactive,0.0,144211997.0,A,inactive_match,0,,,,,Tox21_301680,882-09-7,144211997,Clofibric acid,A,A,2797,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(OC(C)(C)C(=O)O)cc1
